CATEGORIA;centro_costo;fecha; monto_presupuestado ;version_presupuesto
Activo Fijo;MKT002;01-01-2025; 1.394.349 ;Forecast Q2
Personal;MKT001;01-01-2025; 4.094.669 ;Forecast Q1
Personal;MKT001;01-11-2025; 5.076.348 ;Forecast Q1
Activo Fijo;TEC002;01-01-2025; 2.199.499 ;Forecast Q2
Administración;OPE001;01-11-2025; 1.615.960 ;Forecast Q2
Personal;TEC002;01-08-2025; 5.285.296 ;Budget
Personal;TEC002;01-03-2025; 3.565.054 ;Forecast Q1
Activo Fijo;TEC002;01-12-2025; 702.918 ;Budget
Activo Fijo;MKT002;01-09-2025; 503.010 ;Forecast Q2
Administración;OPE001;01-05-2025; 2.677.770 ;Budget
Administración;MKT002;01-09-2025; 1.240.907 ;Budget
Administración;MKT002;01-08-2025; 1.167.968 ;Forecast Q2
Personal;MKT001;01-02-2025; 5.090.365 ;Forecast Q2
Administración;MKT002;01-12-2025; 2.126.879 ;Forecast Q2
Personal;TEC002;01-10-2025; 5.056.153 ;Forecast Q2
Personal;OPE001;01-05-2025; 4.256.152 ;Forecast Q1
Administración;TEC002;01-07-2025; 1.898.325 ;Forecast Q2
Activo Fijo;MKT001;01-10-2025; 833.284 ;Forecast Q1
Activo Fijo;INM003;01-05-2025; 2.472.007 ;Budget
Personal;OPE001;01-06-2025; 4.304.470 ;Forecast Q2
Personal;INM003;01-09-2025; 4.448.270 ;Forecast Q1
Activo Fijo;TEC-002;01-08-2025; 716.608 ;Forecast Q1
Activo Fijo;INM003;01-04-2025; 1.320.928 ;Forecast Q2
Administración;TEC002;01-11-2025; 2.365.937 ;Budget
Activo Fijo;MKT001;01-06-2025; 2.000.827 ;Budget
Activo Fijo;TEC002;01-09-2025; 1.848.632 ;Budget
Personal;TEC001;01-03-2025; 5.303.180 ;Forecast Q1
Administración;TEC002;01-04-2025; 1.989.981 ;Budget
Administración;TEC002;01-11-2025; 2.223.553 ;Forecast Q2
Activo Fijo;MKT001;01-03-2025; 1.718.502 ;Forecast Q1
Personal;OPE001;01-07-2025; 4.149.915 ;Forecast Q2
Administración;MKT001;01-08-2025; 1.260.195 ;Budget
Activo Fijo;OPE001;01-09-2025; 1.903.881 ;Budget
Personal;INM003;01-04-2025; 3.910.435 ;Forecast Q2
Personal;OPE001;01-05-2025; 3.424.830 ;Budget
Personal;TEC002;01-07-2025; 3.221.198 ;Budget
Personal;MKT001;01-11-2025; 5.221.471 ;Forecast Q1
Administración;TEC001;01-08-2025; 2.561.707 ;Forecast Q1
Administración;INM003;01-04-2025; 1.782.664 ;Budget
Administración;INM003;01-12-2025; 1.667.578 ;Forecast Q1
Activo Fijo;INM003;01-12-2025; 1.848.578 ;Forecast Q1
Administración;INM003;01-09-2025; 1.076.024 ;Forecast Q2
Personal;OPE001;01-12-2025; 3.827.151 ;Forecast Q1
Administración;TEC001;01-04-2025; 2.621.082 ;Forecast Q2
Personal;INM003;01-01-2025; 4.925.318 ;Forecast Q2
Activo Fijo;TEC001;01-10-2025; 1.049.196 ;Budget
Administración;OPE001;01-06-2025; 1.193.695 ;Forecast Q2
Personal;INM003;01-10-2025; 5.784.165 ;Budget
Administración;MKT002;01-09-2025; 1.040.671 ;Budget
Personal;MKT002;01-04-2025; 5.829.217 ;Forecast Q2
Personal;MKT001;01-01-2025; 5.499.609 ;Forecast Q2
Administración;INM003;01-03-2025; 2.590.948 ;Budget
Administración;TEC001;01-08-2025; 2.924.020 ;Forecast Q2
Personal;MKT001;01-03-2025; 4.517.423 ;Forecast Q2
Personal;INM003;01-09-2025; 5.284.701 ;Budget
Personal;TEC001;01-02-2025;5496471;Forecast Q2
Personal;MKT002;01-04-2025; 4.987.969 ;Forecast Q2
Activo Fijo;MKT001;01-12-2025; 1.558.385 ;Forecast Q1
Personal;OPE001;01-01-2025; 4.032.544 ;Forecast Q1
Administración;MKT002;01-01-2025; 2.368.704 ;Forecast Q1
Activo Fijo;TEC001;01-02-2025; 1.341.103 ;Budget
Administración;TEC002;01-06-2025; 1.166.836 ;Forecast Q1
Administración;TEC002;01-05-2025; 1.062.403 ;Forecast Q2
Activo Fijo;MKT002;01-10-2025; 2.393.216 ;Budget
Administración;MKT001;01-03-2025; 2.171.849 ;Forecast Q2
Administración;MKT001;01-10-2025; 2.004.386 ;Budget
Administración;MKT001;01-01-2025; 1.919.393 ;Budget
Administración;TEC001;01-08-2025; 2.689.711 ;Forecast Q1
Administración;TEC002;01-01-2025; 2.677.002 ;Budget
Administración;INM003;01-01-2025; 1.003.895 ;Budget
Personal;INM003;01-10-2025; 5.699.020 ;Forecast Q2
Administración;OPE001;01-03-2025; 1.045.428 ;Budget
Activo Fijo;TEC001;01-10-2025; 630.243 ;Budget
Activo Fijo;TEC001;01-06-2025; 1.997.858 ;Forecast Q1
Personal;INM003;01-06-2025; 5.368.498 ;Forecast Q2
Personal;TEC002;01-10-2025; 5.224.672 ;Forecast Q2
Activo Fijo;TEC002;01-01-2025; 945.377 ;Budget
Activo Fijo;INM003;01-12-2025; 799.685 ;Forecast Q1
Activo Fijo;OPE001;01-06-2025; 2.104.877 ;Forecast Q2
Administración;OPE001;01-02-2025; 1.198.405 ;Forecast Q1
Administración;OPE001;01-06-2025; 1.570.889 ;Forecast Q1
Administración;OPE001;01-09-2025; 1.327.834 ;Forecast Q2
Personal;MKT002;01-10-2025; 3.575.394 ;Budget
Activo Fijo;MKT001;01-10-2025; 2.065.460 ;Forecast Q1
Activo Fijo;TEC002;01-06-2025; 1.425.179 ;Budget
Activo Fijo;MKT002;01-11-2025; 833.073 ;Budget
Personal;TEC002;01-12-2025; 3.360.325 ;Forecast Q1
Administración;INM003;01-04-2025; 1.857.635 ;Budget
Administración;TEC001;01-08-2025; 2.644.120 ;Forecast Q1
Activo Fijo;MKT002;01-02-2025;1813063;Forecast Q1
Personal;MKT002;01-01-2025; 3.683.547 ;Forecast Q2
Activo Fijo;TEC002;01-01-2025; 1.818.674 ;Forecast Q1
Personal;MKT002;01-10-2025; 5.332.717 ;Forecast Q1
Personal;OPE001;01-11-2025; 3.018.473 ;Forecast Q1
Activo Fijo;INM003;01-10-2025; 2.400.359 ;Forecast Q1
Administración;TEC001;01-07-2025; 1.442.719 ;Forecast Q2
Personal;TEC002;01-03-2025; 4.651.038 ;Forecast Q2
Administración;OPE001;01-02-2025; 2.092.586 ;Budget
Administración;TEC001;01-07-2025; 1.419.219 ;Budget
Activo Fijo;TEC002;01-02-2025; 1.401.344 ;Budget
Personal;TEC002;01-02-2025; 3.854.893 ;Budget
Personal;TEC002;01-11-2025; 4.326.647 ;Forecast Q1
Administración;TEC001;01-03-2025; 1.363.907 ;Budget
Administración;OPE001;01-10-2025; 1.746.067 ;Budget
Personal;OPE001;01-02-2025; 3.786.232 ;Forecast Q2
Administración;OPE001;01-10-2025; 2.832.948 ;Forecast Q1
Administración;OPE001;01-02-2025; 1.764.998 ;Forecast Q1
Personal;TEC001;01-11-2025; 3.140.308 ;Forecast Q1
Activo Fijo;OPE001;01-11-2025; 750.596 ;Forecast Q2
Activo Fijo;TEC001;01-05-2025; 1.648.965 ;Budget
Activo Fijo;MKT002;01-10-2025; 1.145.377 ;Forecast Q2
Activo Fijo;MKT001;01-08-2025; 2.414.551 ;Forecast Q2
Activo Fijo;MKT002;01-04-2025; 2.170.379 ;Forecast Q1
Personal;OPE001;01-01-2025; 4.353.878 ;Forecast Q1
Administración;OPE001;01-06-2025; 1.488.865 ;Forecast Q1
Activo Fijo;TEC002;01-04-2025; 1.019.073 ;Forecast Q2
Activo Fijo;TEC002;01-01-2025; 1.862.647 ;Forecast Q1
Personal;TEC001;01-01-2025; 4.971.966 ;Forecast Q2
Activo Fijo;TEC002;01-07-2025; 2.004.149 ;Budget
Personal;OPE001;01-01-2025; 3.626.098 ;Budget
Administración;MKT002;01-01-2025; 2.443.799 ;Budget
Activo Fijo;TEC001;01-04-2025; 782.948 ;Forecast Q2
Administración;MKT001;01-04-2025; 2.046.765 ;Forecast Q1
Administración;TEC002;01-04-2025; 1.506.000 ;Forecast Q1
Personal;TEC002;01-12-2025; 3.764.497 ;Budget
Personal;TEC002;01-03-2025; 3.009.212 ;Budget
Activo Fijo;INM003;01-09-2025; 1.490.464 ;Budget
Activo Fijo;TEC001;01-08-2025; 1.740.360 ;Budget
Personal;MKT001;01-12-2025; 5.994.166 ;Budget
Administración;MKT001;01-01-2025; 1.366.410 ;Forecast Q2
Activo Fijo;TEC001;01-12-2025; 1.556.392 ;Forecast Q1
Personal;INM003;01-06-2025; 4.106.767 ;Forecast Q2
Personal;INM003;01-10-2025; 4.672.154 ;Forecast Q2
Activo Fijo;MKT001;01-02-2025; 646.871 ;Forecast Q2
Personal;TEC001;01-05-2025; 3.692.982 ;Forecast Q2
Personal;MKT002;01-10-2025; 5.005.090 ;Forecast Q2
Administración;OPE001;01-12-2025; 1.065.441 ;Budget
Activo Fijo;INM003;01-04-2025; 1.601.344 ;Forecast Q2
Administración;INM003;01-11-2025; 2.712.877 ;Forecast Q2
Activo Fijo;INM003;01-05-2025; 504.693 ;Forecast Q2
Personal;OPE001;01-06-2025; 3.491.378 ;Forecast Q1
Administración;INM003;01-11-2025; 1.691.670 ;Forecast Q1
Activo Fijo;TEC002;01-09-2025;706228;Budget
Activo Fijo;TEC002;01-01-2025; 638.666 ;Budget
Administración;MKT002;01-02-2025; 2.357.453 ;Budget
ADMIN;OPE001;01-02-2025; 2.096.776 ;Forecast Q2
Administración;INM003;01-01-2025; 1.302.060 ;Forecast Q1
Personal;INM003;01-04-2025; 4.738.288 ;Forecast Q1
Administración;TEC002;01-06-2025; 1.903.449 ;Budget
Activo Fijo;OPE001;01-01-2025; 1.898.552 ;Forecast Q1
Administración;INM003;01-12-2025; 2.420.408 ;Forecast Q2
Administración;OPE001;01-02-2025; 1.488.191 ;Budget
Administración;MKT001;01-07-2025; 1.471.318 ;Forecast Q2
Personal;MKT002;01-08-2025; 3.891.071 ;Budget
Personal;TEC001;01-02-2025; 3.272.432 ;Forecast Q1
Personal;MKT001;01-10-2025; 4.101.207 ;Forecast Q1
Activo Fijo;TEC002;01-07-2025; 787.818 ;Budget
Personal;TEC001;01-12-2025; 3.125.355 ;Forecast Q1
Activo Fijo;TEC001;01-05-2025; 621.042 ;Forecast Q2
Personal;OPE001;01-04-2025; 5.698.383 ;Budget
Personal;TEC002;01-10-2025; 5.068.184 ;Forecast Q1
Administración;MKT001;01-04-2025; 1.107.437 ;Budget
Administración;MKT001;01-02-2025; 2.577.672 ;Forecast Q2
Personal;TEC001;01-10-2025; 4.221.642 ;Forecast Q1
Administración;OPE001;01-12-2025; 2.629.252 ;Budget
Personal;MKT001;01-01-2025; 3.002.808 ;Budget
Personal;MKT002;01-03-2025; 5.880.872 ;Budget
Activo Fijo;MKT002;01-06-2025; 2.397.296 ;Forecast Q1
Personal;MKT002;01-06-2025; 4.020.220 ;Forecast Q1
Activo Fijo;INM003;01-08-2025; 664.273 ;Forecast Q1
Activo Fijo;INM003;01-03-2025; 1.529.885 ;Budget
Personal;TEC002;01-08-2025; 4.788.868 ;Forecast Q1
Personal;TEC001;01-07-2025; 4.531.182 ;Forecast Q2
Personal;TEC001;01-06-2025; 5.283.645 ;Forecast Q1
Activo Fijo;INM003;01-05-2025; 528.711 ;Budget
Personal;TEC001;01-05-2025; 4.831.636 ;Budget
Personal;OPE001;01-09-2025; 5.101.713 ;Budget
Activo Fijo;OPE001;01-06-2025; 1.459.912 ;Forecast Q1
Activo Fijo;INM003;01-06-2025; 1.751.407 ;Forecast Q1
ADMIN;MKT002;01-10-2025; 1.422.013 ;Budget
Administración;MKT002;01-02-2025; 1.545.553 ;Forecast Q2
Personal;INM003;01-08-2025; 5.234.198 ;Forecast Q2
Personal;MKT002;01-05-2025; 3.540.410 ;Budget
Personal;INM003;01-09-2025; 4.205.087 ;Forecast Q1
Personal;MKT001;01-07-2025; 4.432.995 ;Budget
Personal;OPE001;01-06-2025; 4.490.212 ;Forecast Q1
Personal;OPE001;01-09-2025; 3.348.918 ;Forecast Q2
Activo Fijo;INM003;01-04-2025; 690.426 ;Forecast Q1
Personal;MKT001;01-07-2025; 4.419.260 ;Budget
ADMIN;MKT001;01-11-2025; 2.183.926 ;Budget
Personal;INM003;01-02-2025; 4.862.074 ;Forecast Q1
Activo Fijo;TEC002;01-05-2025; 1.207.029 ;Forecast Q1
Personal;OPE001;01-03-2025; 4.130.224 ;Forecast Q1
Activo Fijo;MKT001;01-12-2025; 1.442.144 ;Budget
Personal;TEC002;01-02-2025; 4.886.437 ;Budget
Activo Fijo;MKT002;01-07-2025; 1.919.021 ;Forecast Q2
AF;OPE001;01-06-2025; 565.712 ;Budget
Activo Fijo;OPE001;01-02-2025; 2.202.704 ;Forecast Q1
Activo Fijo;OPE001;01-10-2025; 1.922.451 ;Forecast Q2
Administración;INM003;01-06-2025; 2.916.532 ;Budget
Administración;INM003;01-08-2025; 2.554.640 ;Forecast Q2
Administración;MKT001;01-12-2025; 1.622.972 ;Forecast Q1
Administración;TEC002;01-05-2025; 2.761.426 ;Forecast Q1
Personal;OPE001;01-11-2025; 5.444.208 ;Forecast Q2
Personal;TEC002;01-12-2025; 5.972.274 ;Forecast Q2
Personal;INM003;01-06-2025; 4.029.365 ;Forecast Q1
PERSONAL;TEC001;01-09-2025; 3.308.189 ;Forecast Q1
Personal;MKT002;01-03-2025; 3.791.128 ;Forecast Q2
Personal;MKT001;01-10-2025; 3.540.019 ;Forecast Q1
Activo Fijo;MKT001;01-09-2025; 1.344.895 ;Budget
Personal;TEC001;01-06-2025; 5.455.252 ;Forecast Q2
Activo Fijo;OPE001;01-05-2025; 1.236.918 ;Forecast Q1
AF;MKT001;01-03-2025; 1.670.071 ;Budget
Personal;TEC001;01-07-2025; 4.873.042 ;Budget
Administración;TEC002;01-04-2025; 1.315.523 ;Budget
Administración;TEC002;01-09-2025; 2.177.470 ;Forecast Q1
Administración;INM003;01-08-2025; 2.892.922 ;Forecast Q2
Administración;TEC001;01-05-2025; 1.205.942 ;Budget
Personal;OPE001;01-06-2025; 3.132.900 ;Forecast Q2
Activo Fijo;MKT001;01-07-2025; 897.607 ;Forecast Q1
Personal;TEC002;01-12-2025; 3.943.041 ;Budget
Personal;MKT002;01-03-2025; 4.853.391 ;Forecast Q1
Administración;INM003;01-01-2025; 2.323.461 ;Budget
Personal;MKT002;01-03-2025; 5.027.812 ;Budget
Activo Fijo;MKT002;01-03-2025; 2.490.283 ;Forecast Q1
Administración;TEC002;01-06-2025; 1.643.449 ;Budget
Administración;MKT001;01-11-2025; 2.320.058 ;Forecast Q2
Personal;OPE001;01-12-2025; 4.846.946 ;Forecast Q1
Personal;MKT002;01-01-2025; 4.653.033 ;Forecast Q2
Activo Fijo;TEC001;01-07-2025; 1.330.504 ;Forecast Q1
Personal;INM003;01-05-2025; 5.588.111 ;Forecast Q1
Activo Fijo;MKT002;01-06-2025; 2.022.719 ;Forecast Q1
Personal;MKT002;01-02-2025; 4.125.104 ;Budget
Administración;MKT001;01-10-2025; 2.534.058 ;Budget
Administración;MKT001;01-01-2025; 1.001.869 ;Budget
Activo Fijo;TEC002;01-07-2025; 2.466.519 ;Budget
Administración;OPE001;01-01-2025; 2.474.975 ;Budget
Personal;MKT002;01-02-2025; 5.762.678 ;Forecast Q1
Activo Fijo;MKT001;01-04-2025; 682.898 ;Forecast Q2
Administración;OPE001;01-04-2025; 2.272.676 ;Budget
Activo Fijo;MKT001;01-07-2025; 2.054.857 ;Budget
Administración;MKT001;01-01-2025; 2.928.741 ;Forecast Q2
Activo Fijo;OPE001;01-09-2025; 2.275.281 ;Forecast Q1
Personal;OPE001;01-12-2025; 5.563.783 ;Forecast Q1
PERSONAL;TEC001;01-07-2025; 5.505.180 ;Budget
Personal;TEC002;01-02-2025; 4.151.341 ;Budget
Administración;MKT001;01-02-2025; 2.656.346 ;Forecast Q1
Administración;TEC001;01-10-2025; 2.457.460 ;Budget
Personal;INM003;01-08-2025; 4.922.591 ;Forecast Q2
Activo Fijo;OPE001;01-11-2025; 1.610.279 ;Budget
Personal;TEC002;01-06-2025; 4.293.664 ;Budget
Activo Fijo;OPE001;01-07-2025; 1.486.988 ;Forecast Q1
Personal;INM003;01-06-2025; 3.981.402 ;Forecast Q2
Personal;INM003;01-09-2025; 4.313.501 ;Forecast Q1
Personal;INM003;01-12-2025; 3.468.861 ;Forecast Q1
Personal;MKT002;01-11-2025; 4.189.893 ;Forecast Q2
Activo Fijo;TEC002;01-08-2025; 2.389.118 ;Budget
Administración;MKT001;01-07-2025; 2.235.838 ;Forecast Q2
Administración;MKT002;01-07-2025; 1.035.402 ;Budget
Activo Fijo;MKT001;01-10-2025; 1.486.450 ;Budget
Personal;INM003;01-12-2025; 5.689.957 ;Forecast Q2
Administración;MKT002;01-12-2025; 1.792.358 ;Forecast Q1
Personal;OPE001;01-05-2025; 3.778.280 ;Forecast Q2
Personal;OPE001;01-05-2025; 5.628.308 ;Budget
Administración;TEC002;01-11-2025; 1.366.272 ;Budget
Personal;MKT001;01-05-2025; 5.551.046 ;Forecast Q2
Personal;TEC001;01-01-2025; 5.078.848 ;Forecast Q1
Administración;MKT002;01-06-2025; 2.848.296 ;Forecast Q1
Activo Fijo;INM003;01-10-2025; 632.786 ;Forecast Q1
Activo Fijo;TEC001;01-02-2025; 1.458.658 ;Forecast Q2
AF;TEC002;01-10-2025; 2.351.418 ;Budget
Activo Fijo;OPE001;01-10-2025; 2.075.471 ;Budget
Administración;MKT002;01-12-2025; 2.638.638 ;Budget
Activo Fijo;INM003;01-11-2025; 2.164.944 ;Forecast Q1
Personal;OPE001;01-02-2025; 4.888.990 ;Forecast Q1
Administración;INM003;01-01-2025; 1.324.082 ;Forecast Q1
Activo Fijo;TEC001;01-04-2025; 1.664.245 ;Budget
Administración;TEC001;01-06-2025; 2.049.209 ;Forecast Q2
Administración;INM003;01-09-2025; 2.197.835 ;Forecast Q2
Administración;OPE001;01-01-2025; 1.983.686 ;Forecast Q2
Activo Fijo;TEC001;01-12-2025; 765.044 ;Forecast Q2
Administración;MKT001;01-06-2025; 2.953.522 ;Forecast Q2
Administración;TEC002;01-07-2025; 1.392.774 ;Forecast Q2
Activo Fijo;TEC001;01-08-2025; 506.540 ;Budget
Activo Fijo;TEC001;01-02-2025; 1.240.070 ;Forecast Q2
Administración;MKT001;01-04-2025; 1.768.031 ;Budget
Activo Fijo;INM003;01-06-2025; 688.054 ;Forecast Q1
Activo Fijo;TEC001;01-05-2025; 689.648 ;Budget
Activo Fijo;MKT002;01-12-2025; 1.003.046 ;Forecast Q1
Activo Fijo;INM003;01-03-2025; 2.373.434 ;Budget
Activo Fijo;MKT001;01-12-2025; 1.287.157 ;Budget
Activo Fijo;INM003;01-12-2025; 1.805.926 ;Forecast Q1
Activo Fijo;TEC001;01-05-2025; 1.173.982 ;Forecast Q1
Personal;MKT001;01-11-2025; 3.660.759 ;Budget
Activo Fijo;TEC001;01-10-2025; 956.696 ;Budget
Activo Fijo;OPE001;01-05-2025; 2.013.973 ;Forecast Q1
Administración;TEC001;01-07-2025; 2.685.795 ;Forecast Q1
Activo Fijo;MKT002;01-09-2025; 2.498.034 ;Forecast Q2
Personal;INM003;01-10-2025; 4.645.537 ;Forecast Q2
Activo Fijo;MKT001;01-10-2025; 1.265.813 ;Forecast Q1
Personal;MKT001;01-12-2025; 4.408.893 ;Forecast Q1
Administración;MKT002;01-03-2025; 2.555.184 ;Budget
Administración;INM003;01-10-2025; 2.479.672 ;Budget
Activo Fijo;MKT002;01-08-2025; 2.237.415 ;Forecast Q2
Administración;MKT001;01-04-2025; 1.100.871 ;Forecast Q1
Personal;TEC002;01-06-2025; 3.608.787 ;Forecast Q2
Administración;TEC002;01-06-2025; 2.972.995 ;Budget
Administración;OPE001;01-11-2025; 1.810.323 ;Forecast Q1
Personal;OPE001;01-10-2025; 4.781.869 ;Forecast Q1
Personal;MKT002;01-04-2025; 5.828.210 ;Forecast Q2
Activo Fijo;MKT001;01-07-2025; 2.067.345 ;Forecast Q1
Administración;TEC002;01-03-2025; 2.303.276 ;Forecast Q2
Administración;MKT002;01-01-2025; 2.623.546 ;Budget
Administración;MKT002;01-11-2025; 2.908.600 ;Forecast Q2
Personal;INM003;01-08-2025; 4.511.437 ;Budget
Activo Fijo;OPE001;01-03-2025; 1.173.724 ;Forecast Q2
Administración;TEC001;01-07-2025; 2.786.215 ;Forecast Q2
Personal;MKT002;01-12-2025; 4.056.438 ;Forecast Q2
Administración;INM003;01-06-2025; 2.096.039 ;Budget
Personal;MKT001;01-12-2025; 3.059.687 ;Budget
Personal;OPE001;01-02-2025; 4.654.808 ;Forecast Q1
Activo Fijo;OPE001;01-01-2025; 2.242.043 ;Forecast Q2
Activo Fijo;OPE001;01-11-2025; 639.968 ;Forecast Q2
Administración;MKT002;01-06-2025; 1.222.427 ;Forecast Q2
Administración;MKT001;01-11-2025; 2.096.295 ;Forecast Q1
Personal;INM003;01-02-2025; 5.529.238 ;Budget
Activo Fijo;TEC001;01-06-2025; 1.617.401 ;Forecast Q1
Activo Fijo;INM003;01-11-2025; 633.135 ;Budget
Administración;MKT002;01-09-2025; 2.365.091 ;Forecast Q2
Activo Fijo;MKT001;01-12-2025; 1.107.571 ;Forecast Q1
Activo Fijo;OPE001;01-06-2025; 1.675.757 ;Budget
Activo Fijo;TEC002;01-07-2025; 1.004.752 ;Budget
Activo Fijo;TEC002;01-05-2025; 1.172.217 ;Forecast Q2
Personal;OPE001;01-10-2025; 4.994.192 ;Forecast Q1
Activo Fijo;INM003;01-06-2025; 1.500.207 ;Forecast Q1
Administración;INM003;01-11-2025; 2.696.824 ;Forecast Q2
Activo Fijo;TEC001;01-08-2025; 2.417.107 ;Forecast Q1
Administración;INM003;01-07-2025; 2.687.558 ;Budget
Personal;OPE001;01-04-2025; 5.433.012 ;Budget
Activo Fijo;MKT002;01-05-2025; 1.920.774 ;Forecast Q2
Personal;TEC002;01-06-2025; 3.491.584 ;Forecast Q1
Personal;TEC002;01-04-2025; 4.165.504 ;Forecast Q2
Personal;TEC001;01-11-2025; 4.550.566 ;Forecast Q2
Activo Fijo;MKT002;01-02-2025; 2.303.169 ;Forecast Q2
Personal;TEC001;01-08-2025; 5.003.534 ;Forecast Q1
Activo Fijo;MKT001;01-01-2025; 2.340.818 ;Forecast Q2
Activo Fijo;MKT001;01-08-2025; 949.950 ;Forecast Q2
Administración;MKT001;01-06-2025; 2.382.113 ;Forecast Q1
Personal;TEC002;01-10-2025; 5.251.657 ;Budget
Personal;MKT002;01-10-2025; 4.963.958 ;Forecast Q2
Personal;INM003;01-11-2025; 4.431.647 ;Forecast Q1
Personal;MKT002;01-12-2025; 3.586.128 ;Forecast Q1
Activo Fijo;INM003;01-03-2025; 2.027.058 ;Forecast Q2
Activo Fijo;MKT002;01-08-2025; 532.584 ;Forecast Q1
Administración;TEC002;01-10-2025; 1.717.004 ;Forecast Q1
Activo Fijo;MKT001;01-04-2025; 1.011.624 ;Forecast Q1
Personal;MKT002;01-03-2025; 4.393.922 ;Forecast Q1
Activo Fijo;TEC001;01-10-2025; 1.579.033 ;Forecast Q1
Personal;TEC002;01-10-2025; 3.552.626 ;Forecast Q1
Administración;INM003;01-01-2025; 2.518.087 ;Budget
Activo Fijo;TEC002;01-05-2025; 943.207 ;Budget
Activo Fijo;INM003;01-11-2025; 1.769.178 ;Forecast Q2
Personal;INM003;01-09-2025; 5.979.762 ;Forecast Q2
Personal;INM003;01-04-2025; 3.205.331 ;Forecast Q2
Personal;MKT001;01-06-2025; 4.234.213 ;Forecast Q2
Activo Fijo;TEC002;01-07-2025; 1.401.870 ;Budget
Administración;TEC002;01-08-2025; 2.819.456 ;Budget
Personal;MKT002;01-07-2025; 4.438.347 ;Forecast Q2
Personal;MKT002;01-02-2025; 3.589.716 ;Forecast Q1
Administración;TEC001;01-06-2025; 1.971.684 ;Forecast Q2
Personal;MKT002;01-08-2025; 3.522.936 ;Forecast Q1
Activo Fijo;TEC001;01-11-2025; 1.921.866 ;Forecast Q1
Activo Fijo;MKT001;01-10-2025; 2.288.358 ;Forecast Q2
Personal;INM003;01-01-2025; 5.326.032 ;Budget
Administración;INM003;01-08-2025; 2.852.390 ;Forecast Q1
Activo Fijo;MKT001;01-06-2025; 2.262.609 ;Forecast Q1
Activo Fijo;INM003;01-03-2025; 1.038.394 ;Forecast Q1
Activo Fijo;TEC001;01-06-2025; 1.478.198 ;Forecast Q2
Administración;TEC002;01-03-2025; 1.476.732 ;Forecast Q1
Personal;INM003;01-08-2025; 4.527.753 ;Budget
Activo Fijo;MKT002;01-02-2025; 1.685.590 ;Forecast Q2
Activo Fijo;OPE001;01-03-2025; 2.069.665 ;Budget
Activo Fijo;MKT002;01-07-2025; 2.223.372 ;Budget
Activo Fijo;TEC001;01-12-2025; 2.323.219 ;Forecast Q1
Personal;MKT002;01-11-2025; 5.652.831 ;Forecast Q2
Administración;TEC002;01-05-2025; 1.241.107 ;Forecast Q2
Activo Fijo;INM003;01-01-2025; 2.190.287 ;Forecast Q1
Personal;MKT001;01-01-2025; 3.353.257 ;Forecast Q1
Activo Fijo;MKT002;01-02-2025; 1.339.277 ;Budget
Personal;OPE001;01-11-2025; 3.750.435 ;Budget
Activo Fijo;MKT001;01-11-2025; 1.640.699 ;Forecast Q2
Administración;INM003;01-12-2025; 1.002.926 ;Budget
Personal;MKT002;01-11-2025; 5.203.405 ;Budget
Administración;MKT001;01-02-2025; 2.098.268 ;Forecast Q1
Personal;MKT001;01-06-2025; 4.059.850 ;Budget
Administración;MKT002;01-10-2025; 2.557.216 ;Budget
Administración;OPE001;01-09-2025; 1.415.293 ;Budget
Activo Fijo;MKT001;01-06-2025; 740.393 ;Forecast Q1
Personal;TEC001;01-09-2025; 4.136.299 ;Forecast Q1
Administración;MKT001;01-02-2025; 1.867.875 ;Forecast Q1
Personal;OPE001;01-04-2025; 4.385.649 ;Forecast Q1
Administración;TEC001;01-12-2025; 2.752.304 ;Budget
Administración;MKT001;01-06-2025; 1.106.556 ;Budget
Administración;MKT002;01-11-2025; 2.271.154 ;Forecast Q2
Administración;TEC001;01-08-2025; 2.974.091 ;Forecast Q2
Activo Fijo;TEC002;01-02-2025; 1.804.677 ;Budget
Activo Fijo;MKT002;01-03-2025; 1.747.624 ;Forecast Q2
Personal;TEC002;01-10-2025; 5.515.574 ;Forecast Q2
Activo Fijo;MKT002;01-10-2025; 1.334.373 ;Forecast Q2
Personal;OPE001;01-03-2025; 5.182.845 ;Forecast Q2
Personal;INM003;01-02-2025; 5.590.533 ;Forecast Q2
Administración;INM003;01-11-2025; 2.610.049 ;Forecast Q2
Administración;TEC001;01-09-2025; 1.432.442 ;Budget
Personal;MKT002;01-11-2025; 3.811.867 ;Forecast Q2
Personal;MKT002;01-06-2025; 5.708.067 ;Forecast Q2
Personal;MKT002;01-02-2025; 4.780.215 ;Forecast Q1
Personal;OPE001;01-05-2025; 5.177.126 ;Budget
Activo Fijo;TEC001;01-10-2025; 1.444.298 ;Budget
