id_gasto;fecha;centro_costo;categoria;subcategoria; monto 
429;19-05-2025;INM002;Activo Fijo;Equipos; 1.133.483 
430;25-04-2025;MKT001;Administración;Arriendos; 1.648.566 
431;07-06-2025;MKT003;Activo Fijo;Equipos; 3.032.726 
432;20-03-2025;MKT004;Personal;Bonos; 737.606 
433;16-04-2025;INM003;Personal;Bonos; 528.098 
434;04-02-2025;OPE002;Personal;Bonos; 2.611.359 
435;22-12-2025;TEC004;Personal;Sueldos; 1.953.049 
436;03-11-2025;OPE005;Personal;Sueldos; 2.959.596 
437;19-07-2025;MKT002;Personal;Bonos; 4.086.867 
438;08-11-2025;TEC003;Activo Fijo;Infraestructura; 3.191.385 
439;11-07-2025;INM005;Activo Fijo;Infraestructura; 1.375.797 
440;17-10-2025;MKT005;Activo Fijo;Infraestructura; 3.342.670 
441;28-02-2025;INM005;Activo Fijo;Infraestructura; 4.584.750 
442;03-12-2025;TEC005;Personal;Bonos; 4.089.475 
443;18-10-2025;MKT002;Personal;Bonos; 4.596.634 
444;05-06-2025;INM005;Activo Fijo;Equipos; 353.426 
445;04-12-2025;OPE004;Administración;Servicios; 2.374.434 
446;18-07-2025;MKT004;Administración;Arriendos; 2.472.228 
447;20-12-2025;INM004;Activo Fijo;Infraestructura; 185.183 
448;13-07-2025;TEC003;Activo Fijo;Equipos; 3.137.316 
449;16-03-2025;MKT001;Personal;Sueldos; 2.456.564 
450;10-08-2025;MKT005;Administración;Arriendos; 3.275.320 
451;19-01-2025;INM004;Administración;Arriendos; 3.166.701 
452;08-04-2025;OPE003;Administración;Servicios; 4.586.923 
453;22-06-2025;OPE001;Activo Fijo;Infraestructura; 1.986.184 
454;20-11-2025;OPE005;Administración;Servicios; 1.340.466 
455;06-07-2025;TEC001;Administración;Servicios; 3.539.063 
456;14-05-2025;MKT001;Activo Fijo;Infraestructura; 1.499.693 
457;02-01-2025;OPE004;Personal;Sueldos; 1.822.854 
458;05-09-2025;MKT003;Activo Fijo;Equipos; 2.476.510 
459;13-11-2025;MKT001;Personal;Bonos; 2.351.810 
460;23-01-2025;INM005;Administración;Servicios; 3.154.054 
461;19-02-2025;INM001;Personal;Sueldos; 1.077.996 
462;01-12-2025;TEC001;Personal;Sueldos; 2.682.102 
463;03-09-2025;INM003;Administración;Servicios; 4.316.479 
464;20-09-2025;MKT004;Administración;Arriendos; 4.065.378 
465;23-11-2025;INM005;Personal;Bonos; 3.350.021 
466;24-10-2025;MKT002;Personal;Bonos; 2.678.720 
467;15-10-2025;INM001;Personal;Sueldos; 4.004.242 
468;12-07-2025;INM001;Personal;Sueldos; 2.819.460 
469;09-01-2025;TEC001;Personal;Bonos; 3.127.053 
470;09-03-2025;MKT001;Activo Fijo;Infraestructura; 982.073 
471;18-11-2025;OPE005;Administración;Arriendos; 3.046.051 
472;01-10-2025;MKT002;Administración;Arriendos; 2.851.693 
473;22-04-2025;OPE005;Personal;Bonos; 974.840 
474;25-12-2025;TEC004;Personal;Sueldos; 1.613.961 
475;21-11-2025;INM004;Activo Fijo;Equipos; 3.764.794 
476;14-06-2025;MKT002;Administración;Servicios; 4.383.813 
477;20-01-2025;OPE004;Activo Fijo;Equipos; 4.157.603 
478;23-10-2025;OPE002;Activo Fijo;Infraestructura; 4.413.218 
479;27-09-2025;OPE002;Activo Fijo;Equipos; 4.716.836 
480;08-06-2025;OPE004;Activo Fijo;Equipos; 4.793.187 
481;12-06-2025;INM001;Personal;Sueldos; 3.253.164 
482;06-04-2025;OPE005;Activo Fijo;Equipos; 643.516 
483;08-08-2025;MKT003;Activo Fijo;Infraestructura; 2.615.773 
484;12-10-2025;OPE005;Personal;Bonos; 3.232.931 
485;14-09-2025;TEC003;Activo Fijo;Infraestructura; 2.268.176 
486;12-12-2025;TEC003;Personal;Sueldos; 2.232.681 
487;12-08-2025;TEC004;Personal;Sueldos; 3.571.867 
488;09-08-2025;OPE003;Administración;Servicios; 3.068.259 
489;20-10-2025;OPE003;Activo Fijo;Equipos; 4.045.996 
490;22-04-2025;MKT004;Administración;Servicios; 3.342.362 
491;25-02-2025;MKT004;Administración;Arriendos; 1.011.200 
492;08-08-2025;TEC003;Administración;Servicios; 1.552.018 
493;22-02-2025;INM003;Activo Fijo;Equipos; 2.590.683 
494;16-05-2025;OPE004;Administración;Servicios; 350.487 
495;22-01-2025;TEC003;Activo Fijo;Equipos; 3.516.222 
496;02-12-2025;MKT005;Administración;Servicios; 4.348.602 
497;25-09-2025;MKT001;Activo Fijo;Infraestructura; 609.810 
498;02-05-2025;MKT002;Personal;Bonos; 2.777.757 
499;04-07-2025;INM002;Administración;Servicios; 3.865.983 
500;13-01-2025;OPE003;Activo Fijo;Infraestructura; 149.010 
501;26-05-2025;TEC002;Personal;Bonos; 4.884.256 
502;18-03-2025;OPE002;Activo Fijo;Equipos; 1.625.485 
503;07-12-2025;INM004;Personal;Sueldos; 4.390.112 
504;13-10-2025;TEC001;Personal;Bonos; 3.072.688 
505;11-03-2025;MKT004;Activo Fijo;Infraestructura; 2.056.329 
506;20-03-2025;OPE005;Personal;Sueldos; 4.271.650 
507;21-01-2025;OPE004;Administración;Arriendos; 4.284.994 
508;14-10-2025;OPE005;Activo Fijo;Infraestructura; 221.623 
509;08-08-2025;OPE003;Personal;Bonos; 4.163.240 
510;10-10-2025;OPE003;Administración;Arriendos; 4.981.777 
511;18-09-2025;MKT004;Personal;Sueldos; 397.693 
512;07-03-2025;TEC004;Personal;Bonos; 4.842.468 
513;10-09-2025;INM002;Activo Fijo;Equipos; 346.365 
514;06-09-2025;OPE003;Personal;Sueldos; 3.657.978 
515;11-04-2025;INM002;Activo Fijo;Equipos; 2.068.278 
516;04-05-2025;INM002;Administración;Servicios; 3.166.840 
517;18-04-2025;INM002;Personal;Bonos; 1.997.490 
518;01-12-2025;MKT004;Administración;Servicios; 2.804.565 
519;28-05-2025;MKT001;Activo Fijo;Equipos; 3.337.396 
520;07-04-2025;TEC001;Activo Fijo;Equipos; 4.383.701 
521;11-07-2025;INM004;Activo Fijo;Equipos; 1.442.025 
522;16-09-2025;MKT004;Personal;Sueldos; 4.015.468 
523;23-01-2025;INM005;Administración;Arriendos; 1.717.024 
524;04-08-2025;INM002;Administración;Arriendos; 326.921 
525;26-07-2025;MKT005;Personal;Sueldos; 4.548.691 
526;12-05-2025;INM003;Administración;Servicios; 4.123.636 
527;20-09-2025;OPE002;Administración;Arriendos; 261.267 
528;06-04-2025;OPE004;Administración;Arriendos; 4.189.888 
529;21-09-2025;MKT003;Activo Fijo;Equipos; 3.238.426 
530;26-02-2025;MKT004;Activo Fijo;Equipos; 4.094.773 
531;19-02-2025;TEC003;Personal;Bonos; 4.449.352 
532;17-05-2025;INM003;Personal;Sueldos; 61.638 
533;02-07-2025;TEC002;Personal;Bonos; 332.851 
534;07-10-2025;TEC003;Personal;Sueldos; 2.103.037 
535;03-08-2025;MKT003;Activo Fijo;Equipos; 4.000.781 
536;08-09-2025;TEC004;Personal;Sueldos; 3.042.327 
537;28-08-2025;INM002;Personal;Bonos; 3.333.193 
538;21-03-2025;TEC004;Personal;Sueldos; 1.674.205 
539;04-09-2025;INM003;Administración;Servicios; 2.937.179 
540;25-06-2025;OPE003;Personal;Bonos; 3.000.743 
541;28-01-2025;TEC002;Activo Fijo;Infraestructura; 2.271.383 
542;06-01-2025;INM001;Personal;Sueldos; 2.802.262 
543;10-03-2025;MKT003;Administración;Servicios; 1.420.093 
544;01-07-2025;MKT002;Activo Fijo;Infraestructura; 3.592.623 
545;03-03-2025;MKT004;Activo Fijo;Equipos; 517.435 
546;13-01-2025;TEC003;Activo Fijo;Equipos; 657.248 
547;15-11-2025;OPE004;Personal;Bonos; 2.816.758 
548;26-08-2025;MKT001;Personal;Bonos; 2.336.587 
549;25-10-2025;TEC004;Administración;Servicios; 3.781.893 
550;28-03-2025;TEC003;Personal;Sueldos; 3.354.245 
551;17-04-2025;INM003;Administración;Servicios; 3.801.489 
552;13-11-2025;MKT004;Activo Fijo;Infraestructura; 649.596 
553;09-07-2025;OPE005;Activo Fijo;Infraestructura; 3.129.877 
554;03-06-2025;INM004;Personal;Sueldos; 344.196 
555;15-10-2025;OPE002;Activo Fijo;Infraestructura; 479.019 
556;11-03-2025;OPE005;Administración;Arriendos; 4.215.280 
557;17-05-2025;TEC003;Personal;Bonos; 220.933 
558;03-05-2025;INM005;Administración;Servicios; 1.893.256 
559;15-01-2025;MKT003;Activo Fijo;Infraestructura; 2.275.544 
560;13-01-2025;TEC002;Personal;Bonos; 2.045.773 
561;02-01-2025;MKT005;Personal;Bonos; 2.513.159 
562;17-02-2025;MKT001;Personal;Sueldos; 4.556.297 
563;03-08-2025;MKT005;Administración;Arriendos; 4.973.635 
564;06-03-2025;OPE003;Personal;Bonos; 4.617.867 
565;16-05-2025;MKT004;Activo Fijo;Equipos; 486.848 
566;11-04-2025;OPE003;Administración;Servicios; 4.856.433 
567;01-02-2025;TEC001;Administración;Servicios; 4.030.609 
568;17-12-2025;OPE003;Activo Fijo;Equipos; 2.607.234 
569;26-11-2025;INM002;Administración;Servicios; 1.110.131 
570;07-12-2025;MKT003;Personal;Sueldos; 2.386.280 
571;04-05-2025;OPE002;Administración;Servicios; 3.821.085 
572;21-04-2025;TEC001;Personal;Bonos; 4.986.081 
573;12-06-2025;MKT002;Personal;Bonos; 1.493.678 
574;19-02-2025;OPE001;Activo Fijo;Equipos; 896.601 
575;26-04-2025;OPE001;Administración;Arriendos; 1.981.779 
576;14-03-2025;MKT004;Personal;Bonos; 3.562.900 
577;02-11-2025;OPE005;Personal;Sueldos; 3.683.870 
578;14-11-2025;INM003;Activo Fijo;Infraestructura; 4.401.998 
579;14-08-2025;TEC005;Personal;Bonos; 1.053.842 
580;21-07-2025;OPE005;Activo Fijo;Infraestructura; 4.680.704 
581;25-12-2025;OPE003;Administración;Arriendos; 3.139.733 
582;23-05-2025;TEC003;Personal;Sueldos; 2.726.979 
583;07-12-2025;INM001;Administración;Servicios; 386.204 
584;19-04-2025;MKT004;Personal;Sueldos; 3.851.048 
585;27-06-2025;INM003;Activo Fijo;Infraestructura; 3.294.299 
586;21-03-2025;OPE001;Administración;Arriendos; 2.258.387 
587;08-10-2025;TEC002;Activo Fijo;Equipos; 4.580.060 
588;02-11-2025;OPE002;Activo Fijo;Infraestructura; 1.997.546 
589;15-03-2025;TEC002;Activo Fijo;Equipos; 2.973.718 
590;23-06-2025;OPE005;Administración;Servicios; 4.337.561 
591;02-07-2025;MKT002;Personal;Bonos; 3.229.540 
592;03-02-2025;INM001;Administración;Servicios; 1.958.007 
593;19-11-2025;OPE005;Personal;Sueldos; 124.403 
594;05-10-2025;INM004;Administración;Arriendos; 1.655.690 
595;21-10-2025;MKT003;Personal;Sueldos; 357.544 
596;20-09-2025;MKT002;Administración;Servicios; 638.466 
597;14-12-2025;MKT002;Administración;Servicios; 1.420.887 
598;09-03-2025;TEC003;Activo Fijo;Infraestructura; 3.212.112 
599;15-01-2025;TEC004;Administración;Arriendos; 4.882.765 
600;26-11-2025;OPE002;Activo Fijo;Infraestructura; 2.109.124 
601;06-03-2025;OPE002;Personal;Sueldos; 2.347.002 
602;11-03-2025;MKT004;Activo Fijo;Equipos; 2.535.852 
603;28-04-2025;TEC005;Activo Fijo;Infraestructura; 3.656.798 
604;14-04-2025;MKT004;Administración;Servicios; 1.101.816 
605;27-04-2025;OPE002;Personal;Bonos; 4.585.797 
606;01-11-2025;TEC001;Activo Fijo;Equipos; 4.941.590 
607;02-01-2025;INM004;Administración;Arriendos; 565.863 
608;28-10-2025;TEC005;Administración;Arriendos; 266.116 
609;02-08-2025;MKT002;Administración;Arriendos; 3.941.774 
610;11-09-2025;TEC001;Personal;Bonos; 2.739.580 
611;16-06-2025;TEC005;Activo Fijo;Equipos; 3.097.802 
612;19-03-2025;MKT002;Personal;Bonos; 2.553.638 
613;26-12-2025;INM005;Administración;Arriendos; 2.982.323 
614;02-02-2025;OPE003;Administración;Arriendos; 2.814.723 
615;02-12-2025;TEC004;Personal;Bonos; 67.593 
616;05-09-2025;TEC005;Administración;Arriendos; 167.016 
617;27-06-2025;TEC001;Administración;Servicios; 1.570.644 
618;24-04-2025;TEC002;Administración;Servicios; 1.829.223 
619;22-12-2025;OPE001;Administración;Servicios; 2.728.507 
620;16-08-2025;OPE003;Activo Fijo;Equipos; 3.500.293 
621;17-02-2025;INM005;Administración;Arriendos; 4.042.337 
622;14-09-2025;MKT004;Personal;Sueldos; 3.789.512 
623;26-02-2025;INM005;Personal;Bonos; 4.795.157 
624;19-10-2025;INM001;Activo Fijo;Infraestructura; 1.455.325 
625;12-03-2025;OPE004;Administración;Servicios; 4.838.846 
626;26-07-2025;MKT005;Personal;Sueldos; 108.943 
627;25-08-2025;OPE001;Personal;Sueldos; 2.085.041 
628;05-07-2025;TEC004;Administración;Servicios; 2.344.222 
629;03-09-2025;MKT002;Activo Fijo;Infraestructura; 300.282 
630;01-05-2025;MKT004;Personal;Sueldos; 4.489.630 
631;22-12-2025;TEC001;Personal;Sueldos; 4.677.677 
632;21-09-2025;OPE005;Administración;Arriendos; 4.806.843 
633;14-03-2025;OPE001;Activo Fijo;Infraestructura; 3.200.632 
634;07-04-2025;MKT005;Activo Fijo;Infraestructura; 3.252.824 
635;15-11-2025;INM003;Personal;Sueldos; 1.536.008 
636;20-03-2025;OPE004;Activo Fijo;Infraestructura; 4.370.444 
637;13-07-2025;MKT002;Personal;Sueldos; 1.987.288 
638;24-11-2025;OPE005;Personal;Sueldos; 4.357.020 
639;24-03-2025;TEC001;Personal;Sueldos; 4.242.645 
640;21-03-2025;TEC001;Activo Fijo;Equipos; 720.195 
641;11-12-2025;MKT002;Personal;Sueldos; 4.052.326 
642;08-10-2025;OPE004;Activo Fijo;Equipos; 2.439.136 
643;08-09-2025;TEC001;Personal;Sueldos; 3.697.036 
644;02-10-2025;MKT005;Personal;Bonos; 1.673.030 
645;27-11-2025;TEC002;Administración;Servicios; 2.939.006 
646;09-04-2025;OPE002;Personal;Bonos; 1.217.645 
647;15-04-2025;TEC005;Personal;Bonos; 2.561.459 
648;20-08-2025;OPE002;Activo Fijo;Infraestructura; 911.873 
649;04-07-2025;INM005;Personal;Bonos; 4.859.976 
650;21-10-2025;TEC004;Personal;Sueldos; 4.579.776 
651;27-12-2025;MKT005;Administración;Arriendos; 1.061.340 
652;28-03-2025;INM002;Personal;Sueldos; 1.651.993 
653;25-03-2025;TEC005;Activo Fijo;Equipos; 3.061.682 
654;20-03-2025;MKT005;Personal;Sueldos; 3.222.149 
655;18-10-2025;OPE002;Personal;Sueldos; 1.821.061 
656;11-03-2025;OPE001;Activo Fijo;Infraestructura; 4.528.842 
657;05-09-2025;INM004;Activo Fijo;Infraestructura; 4.312.791 
658;20-02-2025;INM002;Administración;Servicios; 2.722.310 
659;24-09-2025;OPE003;Administración;Arriendos; 3.759.595 
660;20-07-2025;TEC002;Administración;Servicios; 3.402.994 
661;10-06-2025;INM004;Personal;Bonos; 3.480.415 
662;16-09-2025;MKT003;Personal;Bonos; 3.927.892 
663;24-04-2025;INM004;Activo Fijo;Infraestructura; 648.021 
664;26-12-2025;OPE005;Administración;Servicios; 3.592.985 
665;12-04-2025;TEC002;Personal;Bonos; 570.568 
666;06-11-2025;INM002;Personal;Sueldos; 3.668.527 
667;16-07-2025;INM001;Activo Fijo;Equipos; 4.164.617 
668;11-08-2025;OPE003;Administración;Servicios; 1.956.691 
669;03-09-2025;TEC003;Activo Fijo;Infraestructura; 1.965.583 
670;15-10-2025;INM001;Administración;Arriendos; 396.686 
671;02-06-2025;INM002;Personal;Bonos; 3.010.232 
672;13-04-2025;TEC004;Administración;Servicios; 2.678.326 
673;01-11-2025;INM003;Personal;Sueldos; 3.719.201 
674;27-02-2025;OPE002;Administración;Servicios; 3.380.090 
675;10-03-2025;TEC003;Administración;Servicios; 2.777.171 
676;01-11-2025;TEC002;Administración;Servicios; 1.339.760 
677;03-04-2025;TEC004;Activo Fijo;Infraestructura; 2.352.996 
678;19-06-2025;TEC002;Personal;Bonos; 756.643 
679;02-04-2025;MKT001;Activo Fijo;Equipos; 3.793.462 
680;21-11-2025;OPE004;Personal;Bonos; 1.600.611 
681;24-05-2025;OPE005;Activo Fijo;Infraestructura; 1.326.396 
682;20-07-2025;TEC005;Administración;Arriendos; 1.693.850 
683;17-09-2025;INM004;Activo Fijo;Infraestructura; 2.257.601 
684;09-07-2025;MKT001;Activo Fijo;Infraestructura; 2.572.965 
685;01-07-2025;MKT002;Activo Fijo;Infraestructura; 2.442.291 
686;09-08-2025;INM004;Administración;Arriendos; 1.341.025 
687;21-03-2025;MKT002;Activo Fijo;Infraestructura; 4.011.272 
688;24-09-2025;OPE003;Personal;Sueldos; 4.509.239 
689;27-04-2025;OPE004;Personal;Bonos; 4.705.332 
690;07-05-2025;OPE003;Administración;Arriendos; 2.047.000 
691;12-03-2025;INM005;Personal;Sueldos; 2.741.489 
692;28-02-2025;INM005;Activo Fijo;Infraestructura; 2.879.110 
693;06-06-2025;TEC005;Personal;Bonos; 2.813.681 
694;27-01-2025;MKT004;Personal;Bonos; 4.515.567 
695;05-05-2025;INM005;Administración;Servicios; 3.391.448 
696;19-03-2025;TEC003;Personal;Sueldos; 1.932.016 
697;07-09-2025;OPE004;Personal;Sueldos; 3.060.190 
698;11-12-2025;INM001;Activo Fijo;Infraestructura; 2.432.740 
699;09-04-2025;INM001;Administración;Arriendos; 3.397.623 
700;18-01-2025;MKT004;Personal;Sueldos; 3.776.946 
701;14-09-2025;OPE004;Personal;Sueldos; 4.256.955 
702;12-08-2025;TEC002;Activo Fijo;Infraestructura; 2.061.133 
703;20-05-2025;INM005;Administración;Arriendos; 1.100.541 
704;14-06-2025;OPE003;Administración;Servicios; 4.221.102 
705;08-06-2025;TEC001;Activo Fijo;Equipos; 4.865.219 
706;17-12-2025;OPE005;Activo Fijo;Infraestructura; 3.926.429 
707;06-01-2025;OPE001;Activo Fijo;Equipos; 2.747.549 
708;02-07-2025;OPE003;Personal;Bonos; 2.829.470 
709;03-06-2025;MKT003;Administración;Servicios; 4.540.257 
710;06-06-2025;INM003;Administración;Arriendos; 4.887.107 
711;25-12-2025;OPE001;Administración;Arriendos; 2.702.928 
712;21-07-2025;INM004;Personal;Sueldos; 159.527 
713;26-05-2025;INM003;Activo Fijo;Equipos; 3.176.949 
714;12-11-2025;OPE003;Administración;Servicios; 2.502.565 
715;20-06-2025;TEC003;Activo Fijo;Equipos; 1.720.280 
716;27-06-2025;OPE002;Administración;Arriendos; 332.386 
717;03-01-2025;OPE002;Administración;Arriendos; 4.744.171 
718;22-04-2025;OPE003;Administración;Arriendos; 1.878.973 
719;26-11-2025;INM002;Personal;Sueldos; 2.641.536 
720;27-02-2025;TEC002;Activo Fijo;Infraestructura; 185.892 
721;12-01-2025;INM004;Administración;Arriendos; 3.922.445 
722;26-11-2025;MKT003;Activo Fijo;Infraestructura; 4.904.841 
723;07-03-2025;TEC005;Administración;Servicios; 2.565.882 
724;19-05-2025;OPE002;Personal;Bonos; 1.712.272 
725;12-06-2025;MKT003;Activo Fijo;Infraestructura; 3.696.764 
726;27-09-2025;OPE003;Administración;Arriendos; 4.278.083 
727;21-08-2025;TEC005;Personal;Sueldos; 2.881.449 
728;24-06-2025;TEC003;Activo Fijo;Equipos; 1.224.206 
729;20-02-2025;OPE005;Activo Fijo;Infraestructura; 941.288 
730;07-08-2025;INM005;Activo Fijo;Equipos; 3.450.596 
731;20-02-2025;INM005;Administración;Servicios; 3.827.922 
732;22-09-2025;INM001;Activo Fijo;Infraestructura; 1.744.619 
733;04-09-2025;INM003;Activo Fijo;Equipos; 3.085.437 
734;05-05-2025;MKT002;Activo Fijo;Infraestructura; 787.174 
735;25-10-2025;OPE005;Administración;Arriendos; 292.870 
736;16-08-2025;MKT004;Personal;Bonos; 4.078.621 
737;11-09-2025;TEC002;Personal;Sueldos; 4.053.008 
738;19-12-2025;TEC003;Activo Fijo;Infraestructura; 2.932.340 
739;15-03-2025;TEC005;Personal;Bonos; 1.600.812 
740;17-04-2025;INM005;Administración;Arriendos; 4.362.901 
741;27-11-2025;MKT005;Administración;Servicios; 497.801 
742;17-02-2025;INM005;Activo Fijo;Infraestructura; 3.419.454 
743;03-06-2025;TEC004;Administración;Servicios; 3.791.106 
744;21-07-2025;INM002;Administración;Arriendos; 844.402 
745;27-10-2025;INM004;Administración;Servicios; 4.412.665 
746;07-11-2025;OPE002;Activo Fijo;Equipos; 2.831.159 
747;22-06-2025;OPE004;Administración;Servicios; 2.762.043 
748;01-06-2025;TEC001;Activo Fijo;Infraestructura; 1.362.709 
749;12-10-2025;MKT004;Activo Fijo;Equipos; 4.823.654 
750;04-01-2025;TEC003;Activo Fijo;Infraestructura; 818.463 
751;08-04-2025;TEC002;Personal;Bonos; 3.203.368 
752;28-08-2025;TEC005;Personal;Sueldos; 338.746 
753;07-07-2025;INM001;Personal;Bonos; 4.297.178 
754;18-04-2025;OPE002;Activo Fijo;Equipos; 1.221.159 
755;05-04-2025;INM005;Personal;Sueldos; 567.335 
756;07-01-2025;OPE005;Personal;Sueldos; 1.833.693 
757;27-10-2025;MKT005;Administración;Servicios; 2.362.204 
758;07-11-2025;INM004;Activo Fijo;Infraestructura; 232.172 
759;10-09-2025;MKT004;Activo Fijo;Infraestructura; 2.020.253 
760;18-09-2025;TEC002;Administración;Arriendos; 141.923 
761;07-11-2025;OPE003;Personal;Bonos; 3.416.736 
762;06-09-2025;OPE002;Activo Fijo;Equipos; 2.704.853 
763;22-08-2025;MKT002;Administración;Servicios; 3.204.198 
764;05-07-2025;TEC005;Activo Fijo;Equipos; 1.304.549 
765;10-02-2025;MKT004;Personal;Sueldos; 2.143.995 
766;10-12-2025;INM001;Personal;Sueldos; 146.975 
767;23-03-2025;TEC004;Personal;Bonos; 4.025.471 
768;10-01-2025;OPE001;Activo Fijo;Infraestructura; 3.819.805 
769;16-11-2025;OPE003;Administración;Servicios; 2.293.578 
770;19-11-2025;TEC001;Activo Fijo;Equipos; 4.266.578 
771;07-11-2025;TEC004;Personal;Bonos; 1.649.092 
772;19-11-2025;INM001;Personal;Bonos; 3.677.638 
773;06-11-2025;INM003;Administración;Arriendos; 2.485.334 
774;01-03-2025;TEC004;Personal;Bonos; 2.502.558 
775;06-04-2025;TEC003;Activo Fijo;Infraestructura; 2.915.236 
776;03-03-2025;INM001;Activo Fijo;Equipos; 908.773 
777;27-06-2025;INM005;Personal;Sueldos; 1.305.418 
778;03-08-2025;INM005;Personal;Bonos; 2.715.847 
779;13-03-2025;MKT002;Administración;Servicios; 4.117.243 
780;06-06-2025;MKT002;Administración;Servicios; 2.401.153 
781;22-11-2025;MKT004;Administración;Arriendos; 2.306.079 
782;13-07-2025;MKT002;Activo Fijo;Infraestructura; 4.897.598 
783;20-08-2025;OPE002;Activo Fijo;Equipos; 3.125.444 
784;09-05-2025;TEC001;Activo Fijo;Infraestructura; 4.893.778 
785;06-06-2025;MKT003;Personal;Bonos; 1.566.349 
786;14-03-2025;INM004;Personal;Sueldos; 2.484.561 
787;09-03-2025;INM005;Activo Fijo;Equipos; 2.006.749 
788;04-01-2025;OPE005;Personal;Bonos; 2.498.276 
789;20-09-2025;MKT001;Personal;Sueldos; 3.325.047 
790;09-01-2025;MKT004;Personal;Sueldos; 194.794 
791;28-11-2025;TEC001;Personal;Bonos; 835.678 
792;09-11-2025;TEC005;Administración;Servicios; 3.275.608 
793;19-01-2025;OPE001;Administración;Arriendos; 2.546.011 
794;08-12-2025;OPE003;Administración;Arriendos; 2.607.958 
795;20-04-2025;MKT005;Administración;Servicios; 4.635.851 
796;17-04-2025;INM001;Administración;Arriendos; 2.676.121 
797;07-04-2025;TEC002;Personal;Sueldos; 2.056.755 
